pl_name,hostname,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass
Kepler-250 c,Kepler-250,Transit,7.156804,0.069,2.28,782,5160,0.805,0.806
Kepler-250 d,Kepler-250,Transit,17.648312,0.127,2.18,579,5160,0.805,0.806
Kepler-251 b,Kepler-251,Transit,4.790936,0.053,1.33,990,5526,0.89,0.891
Kepler-251 c,Kepler-251,Transit,16.514043,0.122,2.77,655,5526,0.89,0.891
Kepler-251 d,Kepler-251,Transit,30.133001,0.182,2.77,536,5526,0.89,0.891
Kepler-251 e,Kepler-251,Transit,99.640161,0.404,2.77,360,5526,0.89,0.891
Kepler-252 b,Kepler-252,Transit,6.668391,0.058,1.23,587,4208,0.549,0.61
Kepler-252 c,Kepler-252,Transit,10.848463,0.08,2.15,499,4208,0.549,0.61
Kepler-253 b,Kepler-253,Transit,3.783986,0.046,1.63,949,5208,0.786,0.86
Kepler-253 c,Kepler-253,Transit,10.281951,0.089,2.65,680,5208,0.786,0.86
Kepler-253 d,Kepler-253,Transit,18.119869,0.13,3.17,563,5208,0.786,0.86
Kepler-254 b,Kepler-254,Transit,5.826662,0.064,3.87,1013,5957,0.91,0.849
Kepler-254 c,Kepler-254,Transit,12.412183,0.105,2.15,787,5957,0.91,0.849
Kepler-254 d,Kepler-254,Transit,18.746477,0.139,2.5,686,5957,0.91,0.849
Kepler-255 b,Kepler-255,Transit,5.714606,0.063,1.55,971,5573,0.933,0.867
Kepler-255 c,Kepler-255,Transit,9.946047,0.092,2.99,807,5573,0.933,0.867
Kepler-255 d,Kepler-255,Transit,1.045622658,0.0192,1.32,1710,5431,0.86,0.9
Kepler-256 b,Kepler-256,Transit,1.620493,0.027,1.59,1681,5551,1.301,1.037
Kepler-256 c,Kepler-256,Transit,3.38802,0.045,2.15,1315,5551,1.301,1.037
Kepler-256 d,Kepler-256,Transit,5.839172,0.064,2.48,1097,5551,1.301,1.037
Kepler-256 e,Kepler-256,Transit,10.681572,0.096,2.35,897,5551,1.301,1.037
Kepler-257 b,Kepler-257,Transit,2.382667,0.034,2.61,1237,5180,1.037,0.916
Kepler-257 c,Kepler-257,Transit,6.581484,0.066,5.41,881,5180,1.037,0.916
Kepler-257 d,Kepler-257,Transit,24.664551,0.16,4.95,567,5180,1.037,0.916
Kepler-258 b,Kepler-258,Transit,13.19722,0.103,4.06,642,4942,0.915,0.82
Kepler-258 c,Kepler-258,Transit,33.653079,0.193,3.61,470,4942,0.915,0.82
Kepler-259 b,Kepler-259,Transit,8.115317,0.079,2.8,879,5938,0.898,0.867
Kepler-259 c,Kepler-259,Transit,36.924931,0.217,2.7,530,5938,0.898,0.867
Kepler-26 b,Kepler-26,Transit,12.28,0.08551,2.78,431,3914,0.512,0.544
Kepler-26 c,Kepler-26,Transit,17.2559,0.10725,2.72,385,3914,0.512,0.544
Kepler-26 d,Kepler-26,Transit,3.543919,0.039,1.07,652,4486,0.571,0.593
Kepler-26 e,Kepler-26,Transit,46.827915,0.22,2.41,276,4486,0.571,0.593
Kepler-260 b,Kepler-260,Transit,8.187399,0.075,2.01,782,5250,0.862,1.013
Kepler-260 c,Kepler-260,Transit,76.050178,0.332,1.74,372,5250,0.862,1.013
Kepler-261 b,Kepler-261,Transit,10.381227,0.088,2.18,672,5098,0.794,0.834
Kepler-261 c,Kepler-261,Transit,24.570858,0.156,2,505,5098,0.794,0.834
Kepler-262 b,Kepler-262,Transit,13.060855,0.108,1.36,734,5841,0.881,0.816
Kepler-262 c,Kepler-262,Transit,21.853722,0.152,1.64,618,5841,0.881,0.816
Kepler-263 b,Kepler-263,Transit,16.568087,0.12,2.67,548,5265,0.785,0.793
Kepler-263 c,Kepler-263,Transit,47.332773,0.242,2.47,386,5265,0.785,0.793
Kepler-264 b,Kepler-264,Transit,40.806231,0.249,3.33,772,6158,1.55,1.426
Kepler-264 c,Kepler-264,Transit,140.101261,0.566,2.83,511,6158,1.55,1.426
Kepler-265 b,Kepler-265,Transit,6.846262,0.069,1.86,1022,5835,1.103,0.97
Kepler-265 c,Kepler-265,Transit,17.028937,0.127,2.63,755,5835,1.103,0.97
Kepler-265 d,Kepler-265,Transit,43.130617,0.236,2.49,554,5835,1.103,0.97
Kepler-265 e,Kepler-265,Transit,67.831024,0.319,2.59,476,5835,1.103,0.97
Kepler-266 b,Kepler-266,Transit,6.61833,0.071,2.48,1066,5885,1.028,0.947
Kepler-266 c,Kepler-266,Transit,107.723601,0.457,3.89,421,5885,1.028,0.947
Kepler-267 b,Kepler-267,Transit,3.353728,0.037,1.98,615,4258,0.555,0.541571
Kepler-267 c,Kepler-267,Transit,6.87745,0.06,2.13,484,4258,0.555,0.541571
Kepler-267 d,Kepler-267,Transit,28.464515,0.154,2.27,301,4258,0.555,0.541571
Kepler-268 b,Kepler-268,Transit,25.934138,0.18,2.55,695,6081,1.274,1.109
Kepler-268 c,Kepler-268,Transit,83.446393,0.391,3.38,471,6081,1.274,1.109
Kepler-269 b,Kepler-269,Transit,5.326718,0.061,2.47,1007,5847,0.959,0.92
Kepler-269 c,Kepler-269,Transit,8.127899,0.081,1.69,875,5847,0.959,0.92
Kepler-27 b,Kepler-27,Transit,15.3348,0.118,4,610,5400,0.59,0.65
Kepler-27 c,Kepler-27,Transit,31.3309,0.191,4.9,481,5400,0.59,0.65
Kepler-27 d,Kepler-27,Transit,6.546289921,0.06578,2.7061946,810,5251,0.817,0.926
Kepler-270 b,Kepler-270,Transit,11.476094,0.107,2.01,984,6067,1.461,1.17
Kepler-270 c,Kepler-270,Transit,25.262887,0.18,1.77,756,6067,1.461,1.17
Kepler-271 b,Kepler-271,Transit,10.43547805,0.08784,1.23,759,5555,0.87,0.9
Kepler-271 c,Kepler-271,Transit,7.41086267,0.06993,0.95,850,5555,0.87,0.9
Kepler-271 d,Kepler-271,Transit,5.24972541,0.05554,0.66,954,5555,0.87,0.9
Kepler-272 b,Kepler-272,Transit,2.971353,0.038,1.43,1200,5297,0.929,0.91
Kepler-272 c,Kepler-272,Transit,6.057342,0.061,1.79,947,5297,0.929,0.91
Kepler-272 d,Kepler-272,Transit,10.937304,0.091,2.25,777,5297,0.929,0.91
Kepler-273 b,Kepler-273,Transit,2.936532,0.037,1.5,1209,5626,0.815,0.756
Kepler-273 c,Kepler-273,Transit,8.014927,0.073,1.98,865,5626,0.815,0.756
Kepler-274 b,Kepler-274,Transit,11.634788,0.101,1.54,961,6023,1.007,0.883
Kepler-274 c,Kepler-274,Transit,33.197861,0.204,1.84,678,6023,1.007,0.883
Kepler-275 b,Kepler-275,Transit,10.300682,0.098,2.34,1015,6165,1.383,1.189
Kepler-275 c,Kepler-275,Transit,16.088134,0.132,3.38,875,6165,1.383,1.189
Kepler-275 d,Kepler-275,Transit,35.676062,0.224,3.33,671,6165,1.383,1.189
Kepler-276 b,Kepler-276,Transit,14.12841,0.119,2.87,739,6105,1.046,0.845
Kepler-276 c,Kepler-276,Transit,31.884,0.18619,2.9,563,5693,1.03,1.1
Kepler-276 d,Kepler-276,Transit,48.648,0.24666,2.8,489,5693,1.03,1.1
Kepler-277 b,Kepler-277,Transit,17.324,0.14168,2.92,964,5946,1.69,1.12
Kepler-277 c,Kepler-277,Transit,33.006,0.21781,3.36,778,5946,1.69,1.12
Kepler-278 b,Kepler-278,Transit,30.1556,0.202,3.955,586,4965,2.861,1.227
Kepler-278 c,Kepler-278,Transit,51.111,0.287,3.268,492,4965,2.861,1.227
Kepler-279 b,Kepler-279,Transit,12.309681,0.112,3.62,1104,6363,1.746,1.2
Kepler-279 c,Kepler-279,Transit,35.736,0.2236,4.3,774,6689.45,1.07,1.1
Kepler-279 d,Kepler-279,Transit,54.414,0.2901,3.1,574,6689.45,1.07,1.1
Kepler-279 e,Kepler-279,Transit,98.3531,0.439,4.13,552,6689.45,1.43,1.164
Kepler-28 b,Kepler-28,Transit,5.91,0.05687,1.959,585,4499.3,0.664,0.684
Kepler-28 c,Kepler-28,Transit,8.99,0.07519,1.857,509,4499.3,0.664,0.684
Kepler-280 b,Kepler-280,Transit,2.139542,0.032,1.45,1425,5744,0.886,0.962
Kepler-280 c,Kepler-280,Transit,4.807091,0.056,2.01,1088,5744,0.886,0.962
Kepler-281 b,Kepler-281,Transit,14.646008,0.117,2.82,694,5723,0.899,0.95
Kepler-281 c,Kepler-281,Transit,36.337373,0.215,5.31,513,5723,0.899,0.95
Kepler-281 d,Kepler-281,Transit,148.2720032,0.5456,5.93747806,321,5717,0.884,0.984
Kepler-282 b,Kepler-282,Transit,9.220524,0.082,1.01,817,5602,0.904,0.86
Kepler-282 c,Kepler-282,Transit,13.638723,0.106,1.2,717,5602,0.904,0.86
Kepler-282 d,Kepler-282,Transit,24.806,0.15837,2.46,588,5656,0.89,0.97
Kepler-282 e,Kepler-282,Transit,44.347,0.23332,3.1,484,5656,0.89,0.97
Kepler-283 b,Kepler-283,Transit,11.008151,0.082,2.13,488,4351,0.566,0.596
Kepler-283 c,Kepler-283,Transit,92.743711,0.341,1.82,240,4351,0.566,0.596
Kepler-284 b,Kepler-284,Transit,12.699149,0.104,2.24,686,5615,0.814,0.766
Kepler-284 c,Kepler-284,Transit,37.514456,0.213,2.61,478,5615,0.814,0.766
Kepler-285 b,Kepler-285,Transit,2.633867,0.036,1.34,1131,5411,0.808,0.915
Kepler-285 c,Kepler-285,Transit,6.186676,0.064,1.12,851,5411,0.808,0.915
Kepler-286 b,Kepler-286,Transit,1.796302,0.027,1.24,1367,5580,0.863,0.83
Kepler-286 c,Kepler-286,Transit,3.468095,0.042,1.37,1098,5580,0.863,0.83
Kepler-286 d,Kepler-286,Transit,5.914323,0.061,1.33,919,5580,0.863,0.83
Kepler-286 e,Kepler-286,Transit,29.221289,0.176,1.77,539,5580,0.863,0.83
Kepler-287 b,Kepler-287,Transit,20.342199,0.145,2.33,667,5806,1.032,0.963
Kepler-287 c,Kepler-287,Transit,44.851896,0.246,3.26,513,5806,1.032,0.963
Kepler-288 b,Kepler-288,Transit,6.097326,0.065,1.67,1197,5918,1.091,0.842
Kepler-288 c,Kepler-288,Transit,19.305772,0.14,2.85,815,5918,1.091,0.842
Kepler-288 d,Kepler-288,Transit,56.633742,0.287,2.67,570,5918,1.091,0.842
Kepler-289 b,Kepler-289,Transit,34.5383,0.21183,2.49,607,5990,1,1.08
Kepler-289 c,Kepler-289,Transit,125.8723,0.50155,11.23,394,5990,1,1.08
Kepler-289 d,Kepler-289,Transit,66.0282,0.33,3.03,,5990,1,1.08
Kepler-289 e,Kepler-289,Transit,330.0716,0.9342,2.94,286,5990,0.985,1.061
Kepler-29 b,Kepler-29,Transit,10.33974,0.08482,2.55,777,5378,0.732,0.761
Kepler-29 c,Kepler-29,Transit,13.28613,0.10027,2.34,715,5378,0.732,0.761
Kepler-290 b,Kepler-290,Transit,14.589347,0.11,2.25,594,5147,0.743,0.756
Kepler-290 c,Kepler-290,Transit,36.77031,0.205,2.7,437,5147,0.743,0.756
Kepler-290 d,Kepler-290,Transit,0.764017553,0.0154,0.86,1589,5142,0.755,0.84
Kepler-291 b,Kepler-291,Transit,3.546511,0.047,2.16,1212,6002,1.016,1.023
Kepler-291 c,Kepler-291,Transit,5.700786,0.065,1.88,1035,6002,1.016,1.023
Kepler-292 b,Kepler-292,Transit,2.580827,0.035,1.32,1130,5299,0.826,0.865
Kepler-292 c,Kepler-292,Transit,3.715335,0.045,1.47,1001,5299,0.826,0.865
Kepler-292 d,Kepler-292,Transit,7.055679,0.068,2.23,808,5299,0.826,0.865
Kepler-292 e,Kepler-292,Transit,11.97901,0.097,2.67,678,5299,0.826,0.865
Kepler-292 f,Kepler-292,Transit,20.834237,0.141,2.35,563,5299,0.826,0.865
Kepler-293 b,Kepler-293,Transit,19.254196,0.144,3.07,657,5804,0.957,0.934
Kepler-293 c,Kepler-293,Transit,54.155743,0.286,3.83,466,5804,0.957,0.934
Kepler-294 b,Kepler-294,Transit,3.701212,0.048,1.77,1087,5913,0.976,0.947
Kepler-294 c,Kepler-294,Transit,6.6264,0.071,2.71,895,5913,0.976,0.947
Kepler-295 b,Kepler-295,Transit,12.645164,0.099,1.22,741,5603,0.898,0.89
Kepler-295 c,Kepler-295,Transit,21.526258,0.142,1.17,621,5603,0.898,0.89
Kepler-295 d,Kepler-295,Transit,33.884054,0.192,1.36,533,5603,0.898,0.89
Kepler-296 b,Kepler-296,Transit,10.864384,0.079,1.61,495,3740,0.48,0.498
Kepler-296 c,Kepler-296,Transit,5.8416366,0.0521,2,606,3740,0.48,0.498
Kepler-296 d,Kepler-296,Transit,19.850291,0.118,2.09,403,3740,0.48,0.498
Kepler-296 e,Kepler-296,Transit,34.14211,0.169,1.53,337,3740,0.48,0.498
Kepler-296 f,Kepler-296,Transit,63.33627,0.255,1.8,274,3740,0.48,0.498
Kepler-297 b,Kepler-297,Transit,38.871826,0.217,2.87,509,5619,0.915,0.927
Kepler-297 c,Kepler-297,Transit,74.920137,0.336,6.54,409,5619,0.915,0.927
Kepler-297 d,Kepler-297,Transit,150.0189511,0.523,32.6,325,5618,0.897,0.846
Kepler-298 b,Kepler-298,Transit,10.475464,0.08,1.96,540,4465,0.582,0.66
Kepler-298 c,Kepler-298,Transit,22.92881,0.136,1.93,416,4465,0.582,0.66
Kepler-298 d,Kepler-298,Transit,77.473633,0.305,2.5,277,4465,0.582,0.66
Kepler-299 b,Kepler-299,Transit,2.927128,0.04,1.32,1258,5617,1.032,1.004
Kepler-299 c,Kepler-299,Transit,6.885875,0.07,2.65,946,5617,1.032,1.004
Kepler-299 d,Kepler-299,Transit,15.054786,0.118,1.86,729,5617,1.032,1.004
Kepler-299 e,Kepler-299,Transit,38.285489,0.22,1.87,534,5617,1.032,1.004
Kepler-30 b,Kepler-30,Transit,29.33434,0.18,3.9,524,5498,0.95,0.99
Kepler-30 c,Kepler-30,Transit,60.323105,0.3,12.3,411,5498,0.95,0.99
Kepler-30 d,Kepler-30,Transit,143.34394,0.5,8.8,308,5498,0.95,0.99
Kepler-300 b,Kepler-300,Transit,10.446347,0.094,1.67,812,5986,0.9,1.07
Kepler-300 c,Kepler-300,Transit,40.714955,0.232,2.25,516,5986,0.9,1.07
Kepler-301 b,Kepler-301,Transit,2.508553,0.036,1.35,1278,5815,0.9,1.022
Kepler-301 c,Kepler-301,Transit,5.419026,0.06,1.35,989,5815,0.9,1.022
Kepler-301 d,Kepler-301,Transit,13.751243,0.112,1.75,725,5815,0.9,1.022
Kepler-302 b,Kepler-302,Transit,30.184104,0.193,4.06,634,5740,1.22,1.021
Kepler-302 c,Kepler-302,Transit,127.282184,0.503,12.45,392,5740,1.22,1.021
Kepler-303 b,Kepler-303,Transit,1.937055,0.024,0.89,802,3944,0.485,0.575
Kepler-303 c,Kepler-303,Transit,7.061149,0.057,1.14,521,3944,0.485,0.575
Kepler-304 b,Kepler-304,Transit,3.295709,0.039,2.86,875,4731,0.687,0.737
Kepler-304 c,Kepler-304,Transit,5.315946,0.054,2.17,746,4731,0.687,0.737
Kepler-304 d,Kepler-304,Transit,9.653471,0.08,2.75,611,4731,0.687,0.737
Kepler-304 e,Kepler-304,Transit,1.499146953,0.02317,1.2,1137,4817,0.73,0.8
Kepler-305 b,Kepler-305,Transit,5.487,0.05746,3.6,836,5080,0.8,0.76
Kepler-305 c,Kepler-305,Transit,8.291,0.07568,3.3,728,5080,0.8,0.76
Kepler-305 d,Kepler-305,Transit,16.74,0.12091,2.76,576,5090,0.792,0.827
Kepler-305 e,Kepler-305,Transit,3.20538,0.04017,1.7938153,1000,4974,0.827279,0.82
Kepler-306 b,Kepler-306,Transit,4.646186,0.05,1.52,830,4954,0.719,0.75
Kepler-306 c,Kepler-306,Transit,7.240193,0.067,2.35,716,4954,0.719,0.75
Kepler-306 d,Kepler-306,Transit,17.326644,0.12,2.47,535,4954,0.719,0.75
Kepler-306 e,Kepler-306,Transit,44.840975,0.227,2.27,390,4954,0.719,0.75
Kepler-307 b,Kepler-307,Transit,10.4208,0.09359,2.43,797,5367,0.814,0.907
Kepler-307 c,Kepler-307,Transit,13.0729,0.10896,2.2,739,5367,0.814,0.907
Kepler-308 b,Kepler-308,Transit,9.694928,0.09,2.12,833,5895,0.941,0.92
Kepler-308 c,Kepler-308,Transit,15.38231,0.123,2.16,714,5895,0.941,0.92
Kepler-309 b,Kepler-309,Transit,5.923653,0.059,1.56,531,4713,0.721,0.816
Kepler-309 c,Kepler-309,Transit,105.356383,0.401,2.51,204,4713,0.721,0.816
Kepler-31 b,Kepler-31,Transit,20.8613,0.16,5.5,781,6340,1.22,1.21
Kepler-31 c,Kepler-31,Transit,42.6318,0.26,5.3,615,6340,1.22,1.21
Kepler-31 d,Kepler-31,Transit,87.6451,0.4,3.9,484,6340,1.22,1.21
Kepler-310 b,Kepler-310,Transit,13.930698,0.111,1.19,665,5797,0.876,0.854
Kepler-310 c,Kepler-310,Transit,56.47542,0.281,3.38,417,5797,0.876,0.854
Kepler-310 d,Kepler-310,Transit,92.876125,0.392,2.47,353,5797,0.876,0.854
Kepler-311 b,Kepler-311,Transit,9.176092,0.087,1.7,960,5905,1.188,0.994
Kepler-311 c,Kepler-311,Transit,19.738286,0.145,1.43,744,5905,1.188,0.994
Kepler-311 d,Kepler-311,Transit,232.040326,0.7326,2.05,327,5903,1.156,0.974
Kepler-312 b,Kepler-312,Transit,1.772419,0.031,1.29,1685,6115,1.467,1.314
Kepler-312 c,Kepler-312,Transit,19.747412,0.153,3.15,754,6115,1.467,1.314
Kepler-313 b,Kepler-313,Transit,14.970418,0.125,2.53,883,5727,1.536,1.114
Kepler-313 c,Kepler-313,Transit,32.273273,0.208,2.57,683,5727,1.536,1.114
Kepler-314 b,Kepler-314,Transit,2.461069,0.035,0.83,1195,5378,0.95,0.99
Kepler-314 c,Kepler-314,Transit,5.960392,0.064,2.9,890,5378,0.95,0.99
Kepler-315 b,Kepler-315,Transit,96.101141,0.402,3.77,409,5796,1.037,0.831
Kepler-315 c,Kepler-315,Transit,265.469335,0.791,4.15,291,5796,1.037,0.831
Kepler-316 b,Kepler-316,Transit,2.240508,0.027,1.06,837,4204,0.52,0.587
Kepler-316 c,Kepler-316,Transit,6.827766,0.058,1.16,577,4204,0.52,0.587
Kepler-317 b,Kepler-317,Transit,5.524242,0.061,2.09,976,5497,0.941,0.865
Kepler-317 c,Kepler-317,Transit,8.77501,0.083,1.72,837,5497,0.941,0.865
Kepler-318 b,Kepler-318,Transit,4.662715,0.056,4.71,1039,5746,1.189,1.073
Kepler-318 c,Kepler-318,Transit,11.815007,0.105,3.68,762,5746,1.189,1.073
Kepler-319 b,Kepler-319,Transit,4.362705,0.051,1.63,1023,5526,0.903,0.933
Kepler-319 c,Kepler-319,Transit,6.941357,0.069,2.63,876,5526,0.903,0.933
Kepler-319 d,Kepler-319,Transit,31.781925,0.191,2.29,528,5526,0.903,0.933
Kepler-32 b,Kepler-32,Transit,5.90124,0.05,2.2,514,3900,0.53,0.58
Kepler-32 c,Kepler-32,Transit,8.7522,0.09,2,451,3900,0.53,0.58
Kepler-32 d,Kepler-32,Transit,22.7802,0.13,2.7,328,3900,0.53,0.58
Kepler-32 e,Kepler-32,Transit,2.896,0.033,1.5,652,3900,0.53,0.58
Kepler-32 f,Kepler-32,Transit,0.74296,0.013,0.82,1026,3900,0.53,0.58
Kepler-320 b,Kepler-320,Transit,8.371554,0.085,1.14,1292,6435,1.108,1.072
Kepler-320 c,Kepler-320,Transit,17.934937,0.142,1.37,1002,6435,1.108,1.072
Kepler-321 b,Kepler-321,Transit,4.915379,0.057,1.77,1042,5740,1.194,1.024
Kepler-321 c,Kepler-321,Transit,13.093921,0.11,2.32,752,5740,1.194,1.024
Kepler-322 b,Kepler-322,Transit,1.653888,0.027,1.01,1373,5388,0.89,0.908
Kepler-322 c,Kepler-322,Transit,4.337234,0.051,1.67,996,5388,0.89,0.908
Kepler-323 b,Kepler-323,Transit,1.678328,0.02778,1.381,1838,6004,1.12,1.015
Kepler-323 c,Kepler-323,Transit,3.5538229,0.0458,1.57,1431,6004,1.12,1.015
Kepler-324 b,Kepler-324,Transit,4.385315,0.05,1.14,935,5194,0.84,0.901
Kepler-324 c,Kepler-324,Transit,51.805612,0.26,3.15,410,5194,0.84,0.901
Kepler-324 e,Kepler-324,Transit,13.97939968,0.10972,2.03862444,635,5191,0.826,0.844
Kepler-325 b,Kepler-325,Transit,4.544439,0.053,2.91,1017,5752,1.003,0.914
Kepler-325 c,Kepler-325,Transit,12.762172,0.105,2.54,721,5752,1.003,0.914
Kepler-325 d,Kepler-325,Transit,38.715185,0.22,2.79,498,5752,1.003,0.914
Kepler-326 b,Kepler-326,Transit,2.248329,0.032,1.52,1127,5105,0.801,0.91
Kepler-326 c,Kepler-326,Transit,4.580358,0.051,1.4,889,5105,0.801,0.91
Kepler-326 d,Kepler-326,Transit,6.766888,0.066,1.21,781,5105,0.801,0.91
Kepler-327 b,Kepler-327,Transit,2.549575,0.029,1.11,682,3799,0.492,0.591913
Kepler-327 c,Kepler-327,Transit,5.212333,0.047,1.03,537,3799,0.492,0.591913
Kepler-327 d,Kepler-327,Transit,13.969457,0.09,1.73,387,3799,0.492,0.591913
Kepler-328 b,Kepler-328,Transit,34.921,0.2199,2.3,602,6064,1.06,1.15
Kepler-328 c,Kepler-328,Transit,71.312,0.354,5.4,475,6064,1.06,1.15
Kepler-329 b,Kepler-329,Transit,7.416397,0.061,1.4,547,4257,0.523,0.602
Kepler-329 c,Kepler-329,Transit,18.684737,0.113,1.93,402,4257,0.523,0.602
Kepler-33 b,Kepler-33,Transit,5.66793,0.0677,1.74,1336,5904,1.82,1.291
Kepler-33 c,Kepler-33,Transit,13.17562,0.1189,3.2,1009,5904,1.82,1.291
Kepler-33 d,Kepler-33,Transit,21.77596,0.1662,5.35,853,5904,1.82,1.291
Kepler-33 e,Kepler-33,Transit,31.7844,0.2138,4.02,752,5904,1.82,1.291
Kepler-33 f,Kepler-33,Transit,41.02902,0.2535,4.46,691,5904,1.82,1.291
Kepler-330 b,Kepler-330,Transit,8.25978,0.075,1.35,714,5117,0.722,0.848
Kepler-330 c,Kepler-330,Transit,15.955387,0.116,1.95,573,5117,0.722,0.848
Kepler-331 b,Kepler-331,Transit,8.457496,0.065,1.82,540,4347,0.492,0.653
Kepler-331 c,Kepler-331,Transit,17.28111,0.105,1.84,425,4347,0.492,0.653
Kepler-331 d,Kepler-331,Transit,32.134328,0.159,1.64,346,4347,0.492,0.653
Kepler-332 b,Kepler-332,Transit,7.626324,0.07,1.17,703,4955,0.72,0.743
Kepler-332 c,Kepler-332,Transit,15.995622,0.114,1.09,550,4955,0.72,0.743
Kepler-332 d,Kepler-332,Transit,34.21154,0.189,1.18,427,4955,0.72,0.743
Kepler-333 b,Kepler-333,Transit,12.551158,0.087,1.32,480,4259,0.534,0.601
Kepler-333 c,Kepler-333,Transit,24.08821,0.135,1.11,386,4259,0.534,0.601
Kepler-334 b,Kepler-334,Transit,5.470319,0.061,1.12,1090,5828,1.068,1.022
Kepler-334 c,Kepler-334,Transit,12.758005,0.107,1.43,822,5828,1.068,1.022
Kepler-334 d,Kepler-334,Transit,25.09849,0.168,1.41,656,5828,1.068,1.022
Kepler-335 b,Kepler-335,Transit,6.562331,0.075,3.39,1290,5877,1.854,1.367
Kepler-335 c,Kepler-335,Transit,67.844469,0.356,3.07,592,5877,1.854,1.367
Kepler-336 b,Kepler-336,Transit,2.024823,0.033,1.02,1625,5867,1.304,1.09
Kepler-336 c,Kepler-336,Transit,9.600001,0.092,2.1,967,5867,1.304,1.09
Kepler-336 d,Kepler-336,Transit,20.678772,0.154,2.37,749,5867,1.304,1.09
Kepler-337 b,Kepler-337,Transit,3.292781,0.045,1.54,1458,5684,1.761,1.081
Kepler-337 c,Kepler-337,Transit,9.693201,0.093,2.05,1017,5684,1.761,1.081
Kepler-338 b,Kepler-338,Transit,13.726976,0.117,2.44,1005,5923,1.735,1.105
Kepler-338 c,Kepler-338,Transit,24.310856,0.172,2.34,831,5923,1.735,1.105
Kepler-338 d,Kepler-338,Transit,44.431014,0.257,3,680,5923,1.735,1.105
Kepler-338 e,Kepler-338,Transit Timing Variations,9.341,0.08979,1.56,1143,5999,1.735,1.14
Kepler-339 b,Kepler-339,Transit,4.977656,0.055,1.42,1023,5631,0.802,0.87
Kepler-339 c,Kepler-339,Transit,6.988055,0.069,1.15,914,5631,0.802,0.87
Kepler-339 d,Kepler-339,Transit,10.558345,0.091,1.17,796,5631,0.802,0.87
Kepler-34 b,Kepler-34,Transit,288.822,1.0896,8.564,,5913,1.1618,1.0479
Kepler-340 b,Kepler-340,Transit,14.844387,0.134,2.53,1092,6620,1.85,1.65
Kepler-340 c,Kepler-340,Transit,22.824669,0.178,3.37,946,6620,1.85,1.65
Kepler-341 b,Kepler-341,Transit,5.195528,0.06,1.18,1085,6012,1.024,0.976
Kepler-341 c,Kepler-341,Transit,8.01041,0.08,1.7,940,6012,1.024,0.976
Kepler-341 d,Kepler-341,Transit,27.666313,0.182,1.85,622,6012,1.024,0.976
Kepler-341 e,Kepler-341,Transit,42.473269,0.242,1.99,539,6012,1.024,0.976
Kepler-342 b,Kepler-342,Transit,15.170318,0.128,2.25,905,6175,1.472,1.213
Kepler-342 c,Kepler-342,Transit,26.234138,0.185,1.96,754,6175,1.472,1.213
Kepler-342 d,Kepler-342,Transit,39.459357,0.242,2.49,658,6175,1.472,1.213
Kepler-342 e,Kepler-342,Transit,1.644224613,0.02909,0.88,1897,6366,1.34,1.26
Kepler-343 b,Kepler-343,Transit,8.96855,0.088,2.41,1024,5807,1.433,1.055
Kepler-343 c,Kepler-343,Transit,23.22182,0.167,2.02,746,5807,1.433,1.055
Kepler-344 b,Kepler-344,Transit,21.963945,0.153,2.61,643,5774,0.976,0.931
Kepler-344 c,Kepler-344,Transit,125.596809,0.488,2.95,360,5774,0.976,0.931
Kepler-345 b,Kepler-345,Transit,7.415563,0.066,0.74,622,4504,0.623,0.61
Kepler-345 c,Kepler-345,Transit,9.387427,0.077,1.2,575,4504,0.623,0.61
Kepler-346 b,Kepler-346,Transit,6.511127,0.071,2.66,1008,6033,1.021,0.943
Kepler-346 c,Kepler-346,Transit,23.851549,0.168,3.07,654,6033,1.021,0.943
Kepler-347 b,Kepler-347,Transit,12.79836,0.11,1.97,908,6088,1.005,0.922
Kepler-347 c,Kepler-347,Transit,27.320871,0.183,1.75,705,6088,1.005,0.922
Kepler-347 d,Kepler-347,Transit,85.517344,0.3802,3.04,482,5592,1.451,1
Kepler-348 b,Kepler-348,Transit,7.05677,0.076,1.52,1196,6177,1.359,1.189
Kepler-348 c,Kepler-348,Transit,17.265427,0.138,1.33,888,6177,1.359,1.189
Kepler-349 b,Kepler-349,Transit,5.929778,0.065,1.9,972,5956,0.927,1.083
Kepler-349 c,Kepler-349,Transit,12.247629,0.105,1.96,763,5956,0.927,1.083
Kepler-35 b,Kepler-35,Transit,131.458,0.60347,8.16,,5606,1.0284,0.8877
Kepler-350 b,Kepler-350,Transit,11.189562,0.104,1.85,1037,6186,1.534,1.19
Kepler-350 c,Kepler-350,Transit,17.849,0.1385,3.1,888,6492.3,1.25,1
Kepler-350 d,Kepler-350,Transit,26.136,0.1786,2.8,782,6492.3,1.25,1
Kepler-351 b,Kepler-351,Transit,37.054919,0.214,3.06,498,5643,0.854,0.81
Kepler-351 c,Kepler-351,Transit,57.24809,0.287,3.19,431,5643,0.854,0.81
Kepler-351 d,Kepler-351,Transit,142.544247,0.5177,2.72,318,5225,0.78,0.81
Kepler-352 b,Kepler-352,Transit,10.05537,0.085,0.86,694,5212,0.781,0.798
Kepler-352 c,Kepler-352,Transit,16.332995,0.118,1.24,591,5212,0.781,0.798
