pl_name,hostname,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass
HD 224018 b,HD 224018,Radial Velocity,10.6413,0.0952,0.91,968,5784,1.147,1.013
HD 224018 c,HD 224018,Transit,36.57669,0.217,2.42,641,5784,1.147,1.013
HD 224018 d,HD 224018,Transit,138.0731,0.53,2.4,411,5784,1.147,1.013
HD 224538 b,HD 224538,Radial Velocity,1202.05199,2.375,12.7,,6097,1.54,1.23
HD 224693 b,HD 224693,Radial Velocity,26.6904,0.191,14,,5894,1.93,1.31
HD 22496 b,HD 22496,Radial Velocity,5.09071,0.051,2.22,573,4385,0.674,0.684
HD 22532 b,HD 22532,Radial Velocity,872.6,1.9,13.4,,5038,5.69,1.57
HD 22781 b,HD 22781,Radial Velocity,528.07,1.167,12.3,,5027,0.743475,0.75
HD 22946 d,HD 22946,Transit,47.42489,0.2958,2.607,546,6169,1.117,1.098
HD 23079 b,HD 23079,Radial Velocity,735.74,1.6,13.2,,5994,1.08,1.16
HD 23079 c,HD 23079,Radial Velocity,5.748913,,2.8,,5994,1.08,1.16
HD 23127 b,HD 23127,Radial Velocity,1211.17,2.37,13.5,,5843,1.49,1.208
HD 231701 b,HD 231701,Radial Velocity,141.63,0.567,13.7,,6101,1.53,1.21
HD 233604 b,HD 233604,Radial Velocity,192,0.747,12.7,,4791,10.9,1.5
HD 233832 b,HD 233832,Radial Velocity,2058,2.827,13.5,,4981,0.68,0.71
HD 23472 b,HD 23472,Transit,17.667087,0.1162,2,543,4684,0.71,0.67
HD 23472 c,HD 23472,Transit,29.79749,0.1646,1.87,467,4684,0.71,0.67
HD 23472 d,HD 23472,Transit,3.97664,0.04298,0.75,909,4684,0.71,0.67
HD 23472 e,HD 23472,Transit,7.90754,0.068,0.818,723,4684,0.71,0.67
HD 23472 f,HD 23472,Transit,12.1621839,0.0906,1.137,630,4684,0.71,0.67
HD 235088 b,HD 235088,Transit,7.4341325,0.0706,1.982,805,5075,0.772,0.849
HD 23596 b,HD 23596,Radial Velocity,1535.11912,2.694,12.4,,6040,1.53,1.1
HD 238090 b,HD 238090,Radial Velocity,13.671,0.0932,2.52,469.6,3933,0.57,0.578
HD 238914 b,HD 238914,Radial Velocity,4100,5.7,12.8,,4769,12.73,1.47
HD 240210 b,HD 240210,Radial Velocity,501.75,1.16,12.8,,4297,25.456816,0.82
HD 240237 b,HD 240237,Radial Velocity,745.70001,1.92,12.2,,3926,71.23,8.76
HD 24040 b,HD 24040,Radial Velocity,3668,4.92,12.9,,5802,1.3,1.11
HD 24040 c,HD 24040,Radial Velocity,515.4,1.3,9.35,,5776.49,1.387296,1.10394
HD 24064 b,HD 24064,Radial Velocity,535.59998,1.29,12.3,,4052,40,1.61
HD 24085 b,HD 24085,Radial Velocity,2.0455,0.034,3.46,,6034,1.412551,1.22
HD 25015 b,HD 25015,Radial Velocity,6134.427,6.248,12.5,,5160,0.83,0.86
HD 25171 b,HD 25171,Radial Velocity,1802.29,2.971,13.9,,6125,1.23,1.076
HD 25463 b,HD 25463,Transit,7.0491423,0.076,2.54535814,1198.46,6353,1.4182,1.251
HD 25463 c,HD 25463,Transit,3.04405,0.0443,1.36354953,1585.57,6353,1.4182,1.251
HD 25723 b,HD 25723,Radial Velocity,457.01,1.49,13.3,,4766,13.76,2.12
HD 25912 b,HD 25912,Radial Velocity,41.83156,0.242,6.9,,5920.58,0.995896,1.08
HD 25912 c,HD 25912,Radial Velocity,26308.65619000000,17.848,12.2,,5920.58,0.995896,1.08
HD 260655 b,HD 260655,Transit,2.76953,0.02933,1.24,709,3803,0.439,0.439
HD 260655 c,HD 260655,Transit,5.70588,0.04749,1.533,557,3803,0.439,0.439
HD 26161 b,HD 26161,Radial Velocity,10942.29013000000,10.087,11.9,,6057.62,1.455981,1.12
HD 2638 b,HD 2638,Radial Velocity,3.4442,0.04,14.3,,5186,0.94,0.77
HD 2685 b,HD 2685,Transit,4.12688,0.0568,16.14096,2061,6801,1.56,1.43
HD 27442 b,HD 27442,Radial Velocity,428.1,1.271,13.5,,4846,3.18,1.23
HD 27631 b,HD 27631,Radial Velocity,2198.14,3.242,13.5,,5737,0.923,0.944
HD 27894 b,HD 27894,Radial Velocity,18.01939,0.125,14.1,,4875,0.891767,0.81
HD 27894 c,HD 27894,Radial Velocity,36.07,0.198,8.24,,4875,0.891767,0.8
HD 27894 d,HD 27894,Radial Velocity,5019.54244,5.362,12.7,,4875,0.891767,0.81
HD 27969 b,HD 27969,Radial Velocity,654.5,1.552,12.9,261,5966,1.27,1.16
HD 28109 b,HD 28109,Transit,22.891054,0.1357,2.69,867,6189,1.425,1.227
HD 28109 c,HD 28109,Transit,55.99712,0.308,4.13,643,6189,1.425,1.227
HD 28109 d,HD 28109,Transit,84.2899,0.411,3.11,561,6189,1.425,1.227
HD 28185 b,HD 28185,Radial Velocity,385.52775,1.035,12.8,,5662,1.03,0.99
HD 28185 c,HD 28185,Radial Velocity,17417.92079000000,13.176,12.1,,5662,1.03,0.99
HD 28192 b,HD 28192,Radial Velocity,14.23283,0.118,12.2,,5919.87,1.07094,1.08
HD 28254 b,HD 28254,Radial Velocity,1333,2.45,13,,5664,1.48,1.1
HD 284149 AB b,HD 284149 A,Imaging,,431.16,12,2395,6035,1.36,1.13
HD 28471 b,HD 28471,Radial Velocity,3.1649,0.042,1.75,1377,5766,1.08,0.98
HD 28471 c,HD 28471,Radial Velocity,6.1245,0.065,2.26,1066,5766,1.08,0.98
HD 28471 d,HD 28471,Radial Velocity,11.681,0.1,2.06,945,5766,1.08,0.98
HD 285507 b,HD 285507,Radial Velocity,6.0881,0.06,13.8,,4503,0.69,0.82
HD 285968 b,HD 285968,Radial Velocity,8.7836,0.066,2.83,450,3703.49,0.478214,0.5
HD 28678 b,HD 28678,Radial Velocity,380.2,1.18,13.5,,4972,6.48,1.53
HD 29021 b,HD 29021,Radial Velocity,1365,2.294,12.9,,5560,0.85,0.86
HD 290327 b,HD 290327,Radial Velocity,2443,3.43,13.3,,5505,0.95,0.84
HD 29399 b,HD 29399,Radial Velocity,892.7,1.913,13.5,,4845,4.5,1.17
HD 2952 b,HD 2952,Radial Velocity,312.08,1.117,13.9,,4853,10.9,1.91
HD 29985 b,HD 29985,Radial Velocity,20608.14049000000,13.39,12.8,,4678,0.574666,0.75
HD 30177 b,HD 30177,Radial Velocity,2514.53422,3.604,12.6,,5580,1.019,0.98
HD 30177 c,HD 30177,Radial Velocity,12085.45186000000,10.258,12.7,,5580,1.019,0.98
HD 30562 b,HD 30562,Radial Velocity,1157,2.34,13.6,,5882,1.61,1.12
HD 30669 b,HD 30669,Radial Velocity,1684,2.69,14.3,,5400,0.91,0.92
HD 30856 b,HD 30856,Radial Velocity,847,1.85,13.5,,4895,4.4,1.17
HD 31253 b,HD 31253,Radial Velocity,466,1.26,14.1,,6130,1.75,1.7
HD 31527 b,HD 31527,Radial Velocity,16.5535,0.1254,3.22,,5898,1.073694,0.96
HD 31527 c,HD 31527,Radial Velocity,51.2053,0.2663,3.85,,5898,1.073694,0.96
HD 31527 d,HD 31527,Radial Velocity,271.6737,0.8098,3.46,,5898,1.073694,0.96
HD 3167 b,HD 3167,Transit,0.959641,0.01796,1.67,1774,5261,0.88,0.837
HD 3167 c,HD 3167,Transit,29.8454,0.1776,3,564,5261,0.88,0.837
HD 3167 d,HD 3167,Radial Velocity,8.4112,0.0763,1.92,859.5,5261,0.88,0.837
HD 3167 e,HD 3167,Radial Velocity,96.63,0.3885,2.83,374.8,5261,0.88,0.837
HD 32518 b,HD 32518,Radial Velocity,157.35,0.594,13.2,,4580,10.22,1.13
HD 32963 b,HD 32963,Radial Velocity,2372,3.41,13.4,,5727,1.111044,0.94
HD 330075 b,HD 330075,Radial Velocity,3.38773,0.04,14.3,990,5000,0.84,0.47
HD 331093 b,HD 331093,Radial Velocity,621.62,1.44,13.6,,5544,1.1112,1.03
HD 33142 b,HD 33142,Radial Velocity,330,1.074,13.7,,5025.4,4.17,1.52
HD 33142 c,HD 33142,Radial Velocity,810.2,1.955,13.9,,5025.4,4.17,1.52
HD 33142 d,HD 33142,Radial Velocity,89.9,0.452,9.32,,5025.4,4.17,1.52
HD 332231 b,HD 332231,Transit,18.712024,0.145,9.07303305,798.3,6128,1.266,1.1642
HD 33283 b,HD 33283,Radial Velocity,18.1991,0.1508,12.5,,5935,1.97,1.38
HD 33564 b,HD 33564,Radial Velocity,388,1.1,12.5,,6250,1.4367,1.25
HD 33844 b,HD 33844,Radial Velocity,551.40002,1.6,13.4,,4861,5.39,1.84
HD 33844 c,HD 33844,Radial Velocity,916,2.24,13.5,,4861,5.29,1.78
HD 34445 b,HD 34445,Radial Velocity,1049,2.07,13.9,,5879,1.38,1.14
HD 34445 c,HD 34445,Radial Velocity,214.67,0.7181,8.42,,5836,1.38,1.07
HD 34445 d,HD 34445,Radial Velocity,117.87,0.4817,6.07,,5836,1.38,1.07
HD 34445 e,HD 34445,Radial Velocity,49.175,0.2687,4.26,,5836,1.38,1.07
HD 34445 f,HD 34445,Radial Velocity,676.8,1.543,6.88,,5836,1.38,1.07
HD 34445 g,HD 34445,Radial Velocity,5700,6.36,13.6,,5836,1.38,1.07
HD 35759 b,HD 35759,Radial Velocity,82.467,0.389,13,,6060,1.759974,1.15
HD 35843 b,HD 35843,Radial Velocity,9.8991,0.088,2.29,,5666,0.897,0.94
HD 35843 c,HD 35843,Transit,46.9622,0.25,2.54,479,5666,0.897,0.94
HD 360 b,HD 360,Radial Velocity,273.1,0.98,14,,4770,10.86,1.69
HD 36384 b,HD 36384,Radial Velocity,490,1.3,12.7,,3940,38.4,1.14
HD 3651 b,HD 3651,Radial Velocity,62.25,0.295,10.1,,5221,0.871954,0.799
HD 37124 b,HD 37124,Radial Velocity,154.378,0.53364,14,,5698.64,0.949168,0.85
HD 37124 c,HD 37124,Radial Velocity,885.5,1.71,14.1,,5698.64,0.949168,0.85
HD 37124 d,HD 37124,Radial Velocity,1862,2.807,14,,5698.64,0.949168,0.85
HD 37605 b,HD 37605,Radial Velocity,55.01292,0.277,13.2,,5329,0.91,0.94
HD 37605 c,HD 37605,Radial Velocity,2720,3.74,13.1,,5329,0.91,0.94
HD 3765 b,HD 3765,Radial Velocity,1211,2.108,8.56,,5049.8,0.83061,0.851785
HD 38283 b,HD 38283,Radial Velocity,363.20001,1.02,14,,5981,1.49,1.37
HD 38529 b,HD 38529,Radial Velocity,14.3099,0.115,14.1,,5697,2.857838,0.98
HD 38529 c,HD 38529,Radial Velocity,2127.60566,3.226,12.5,,5697,2.857838,0.98
HD 38801 b,HD 38801,Radial Velocity,685.25,1.623,12.5,,5338,2.029,1.207
HD 39091 b,HD 39091,Radial Velocity,2088.8,3.28,12.3,,5998,1.17,1.07
HD 39194 b,HD 39194,Radial Velocity,5.6368,0.056,1.83,,5205,0.783742,0.67
HD 39194 c,HD 39194,Radial Velocity,14.03,0.103,2.39,,5205,0.783742,0.67
HD 39194 d,HD 39194,Radial Velocity,33.91,0.185,1.83,,5205,0.783742,0.67
HD 39855 b,HD 39855,Radial Velocity,3.2498,0.041,2.85,,5576,0.744665,0.87
HD 40307 b,HD 40307,Radial Velocity,4.3123,0.0468,,910,4956,0.716684,0.77
HD 40307 c,HD 40307,Radial Velocity,9.6184,0.0799,,696,4956,0.716684,0.77
HD 40307 d,HD 40307,Radial Velocity,20.432,0.1321,,541,4956,0.716684,0.77
HD 40307 f,HD 40307,Radial Velocity,51.76,0.247,2.13,398,4956,0.716684,0.77
HD 40307 g,HD 40307,Radial Velocity,197.8,0.6,2.56,255,4956,0.716684,0.77
HD 40956 b,HD 40956,Radial Velocity,578.6,1.4,13.2,,4869,8.56,2
HD 40979 b,HD 40979,Radial Velocity,264.14999,0.85,12.9,,6165,1.21,1.45
HD 41004 A b,HD 41004 A,Radial Velocity,963,,13.2,,5310,0.85,0.95
HD 41004 B b,HD 41004 B,Radial Velocity,1.3283,,12.1,,5036,1.04137,0.4
HD 4113 b,HD 4113,Radial Velocity,526.5239,1.28,13.5,,5688,1.077514,1.008
HD 42012 b,HD 42012,Radial Velocity,857.5,1.67,13.5,,5405,0.82,0.83
HD 4203 b,HD 4203,Radial Velocity,431.88,1.17,13.3,,5596,1.42,1.25
HD 4203 c,HD 4203,Radial Velocity,6700,6.95,13.3,,5582,1.49795,0.99
HD 4208 b,HD 4208,Radial Velocity,832.97,1.662,13.9,,5717,0.846,0.883
HD 42618 b,HD 42618,Radial Velocity,149.61,0.554,3.89,337,5727,0.999,1.015
HD 42813 b,HD 42813,Transit,13.6308205,0.111,3.41,716,5289,0.98,0.901
HD 4308 b,HD 4308,Radial Velocity,15.56,0.12,4.12,,5686,1.02,0.93
HD 4313 b,HD 4313,Radial Velocity,356.21,1.157,13.4,,4943,5.14,1.63
HD 43197 b,HD 43197,Radial Velocity,308.92072,0.882,14.2,,5508,1,0.96
HD 43197 c,HD 43197,Radial Velocity,9295.9735,8.54,12.6,,5508,1,0.96
HD 43691 b,HD 43691,Radial Velocity,36.9987,0.238,13.2,,6093,1.6,1.32
HD 44219 b,HD 44219,Radial Velocity,472,1.26,14.1,,5752,1.32,1.2
HD 45184 b,HD 45184,Radial Velocity,5.8854,0.0644,3.52,,5869,1.075139,1.03
HD 45184 c,HD 45184,Radial Velocity,13.1354,0.11,2.91,,5869,1.075139,1.03
HD 45350 b,HD 45350,Radial Velocity,963.6,1.92,13.5,,5566,1.26442,0.98
HD 45364 b,HD 45364,Radial Velocity,225.79,0.6793,9.03,,5466,0.89,0.82
HD 45364 c,HD 45364,Radial Velocity,345.43,0.902,14.2,,5466,0.89,0.82
HD 45652 b,HD 45652,Radial Velocity,44.073,0.237,14.3,,5294,0.94,0.92
HD 457 b,HD 457,Radial Velocity,20324.58153000000,15.369,11.9,,6114.04,1.28194,1.15
HD 46375 b,HD 46375,Radial Velocity,3.023573,0.0398,10,,5285,0.914196,0.92
HD 47186 b,HD 47186,Radial Velocity,4.0845,0.05,5.02,,5657,1.08,0.96
HD 47186 c,HD 47186,Radial Velocity,1353.6,2.395,13,,5657,1.08,0.96
HD 4732 b,HD 4732,Radial Velocity,371.74,1.129,13.4,,4898,5.03,1.39
HD 4732 c,HD 4732,Radial Velocity,3184.2,4.725,13.1,,4898,5.03,1.39
HD 47366 b,HD 47366,Radial Velocity,360.08,1.207,13.4,,4866,7.3,1.81
HD 47366 c,HD 47366,Radial Velocity,677.53,1.84,13.5,,4866,7.3,1.81
HD 47536 b,HD 47536,Radial Velocity,712.13,1.93,12.6,,4380,23.47,2.1
HD 4760 b,HD 4760,Radial Velocity,434,1.14,12.3,,4076,42.4,1.05
HD 48265 b,HD 48265,Radial Velocity,778.51,1.814,13.5,,5733,1.901,1.312
HD 48948 b,HD 48948,Radial Velocity,7.34013,0.0652,2.06,957,4593,0.679,0.686
HD 48948 c,HD 48948,Radial Velocity,38.06,0.1951,2.6,553,4593,0.679,0.686
HD 48948 d,HD 48948,Radial Velocity,151.92,0.4894,3.24,349,4593,0.679,0.686
HD 4917 b,HD 4917,Radial Velocity,400.5,1.167,13.5,,4802,5.01,1.32
HD 49674 b,HD 49674,Radial Velocity,4.94737,0.06,6.2,,5602,1.02,1.03
HD 50499 b,HD 50499,Radial Velocity,2447.1,3.833,13.5,,6102,1.351,1.253
HD 50499 c,HD 50499,Radial Velocity,8619.9,9.02,13.2,,6099,1.42,1.31
HD 50554 b,HD 50554,Radial Velocity,1293,2.353,12.8,,5987,1.02,1.04
HD 51608 b,HD 51608,Radial Velocity,14.0726,0.1059,3.62,,5358,0.916136,0.8
HD 51608 c,HD 51608,Radial Velocity,95.9446,0.3809,3.87,,5358,0.916136,0.8
HD 52265 b,HD 52265,Radial Velocity,119.27,0.52,13.7,405,6136,1.32,1.204
HD 5278 b,HD 5278,Transit,14.339156,0.1202,2.45,943,6203,1.194,1.126
HD 5278 c,HD 5278,Radial Velocity,40.87,0.2416,4.49,,6203,1.194,1.126
HD 5319 b,HD 5319,Radial Velocity,637.1,1.57,13.5,,4871,4.06,1.27
HD 5319 c,HD 5319,Radial Velocity,872.2,1.93,13.8,,4871,4.06,1.27
HD 55696 b,HD 55696,Radial Velocity,1827,3.18,12.9,,6012,1.52,1.29
HD 5583 b,HD 5583,Radial Velocity,139.35,0.53,12.8,,4830,9.09,1.01
HD 5608 b,HD 5608,Radial Velocity,768.7,1.79,13.7,,4807,5.43,1.29
HD 564 b,HD 564,Radial Velocity,492.3,1.2,12.5,,5902,1.01,0.961
HD 56414 b,HD 56414,Transit,29.04992,0.229,3.71,1133,8500,1.751,1.89
HD 56957 b,HD 56957,Radial Velocity,5859.08992,6.426,12.8,,5743,1.77793,1.03
HD 5891 b,HD 5891,Radial Velocity,177.11,0.64,12.6,,4673,10.64,1.93
HD 59686 A b,HD 59686 A,Radial Velocity,299.36,1.086,12.7,,4658,13.2,1.9
HD 60292 b,HD 60292,Radial Velocity,495.4,1.5,12.7,,4348,27,1.7
HD 60532 b,HD 60532,Radial Velocity,201.9,0.77,13.8,,6245,2.57,1.5
HD 60532 c,HD 60532,Radial Velocity,600.1,1.6,13.3,,6245,2.57,1.5
HD 6061 b,HD 6061,Transit,5.2549,0.06,2.42763557,1075.31,5934,1.0072,1.0269
HD 62364 b,HD 62364,Radial Velocity,5138,6.15,12.1,,6255,1.401,1.157
HD 62364 c,HD 62364,Radial Velocity,74839.94555000000,36.984,12,,6255,1.401,1.19
HD 62509 b,HD 62509,Radial Velocity,589.64,1.64,13.3,,4892.63,8.9,2
HD 62549 b,HD 62549,Radial Velocity,14306.88519000000,11.842,12.6,,5930.46,1.23227,1.08
HD 63433 b,HD 63433,Transit,7.1079475,0.072,2.14,967.11,5553,0.934,0.956
HD 63433 c,HD 63433,Transit,20.5438281,0.146,2.692,678.92,5553,0.934,0.956
HD 63433 d,HD 63433,Transit,4.209075,0.0503,1.073,1040,5688,0.912,0.99
HD 63454 b,HD 63454,Radial Velocity,2.81805,0.04,12.31,,4812,0.77,0.42
HD 63765 b,HD 63765,Radial Velocity,358,0.94,14.2,,5449,0.83,0.65
HD 63935 b,HD 63935,Transit,9.058807,0.083,2.91575244,825.22,5513,0.9598,0.9406
HD 63935 c,HD 63935,Radial Velocity,21.4027,0.148,3.06451296,619.59,5513,0.9598,0.9406
HD 64114 b,HD 64114,Radial Velocity,45.791,0.246,4.41,,5676,0.882858,0.95
HD 64121 b,HD 64121,Radial Velocity,623,1.51,13.2,,5078,5.44,1.64
HD 6434 b,HD 6434,Radial Velocity,21.998,0.14,14.2,,5769,1.12,1.1
HD 65216 b,HD 65216,Radial Velocity,577.6,1.301,13.6,,5612,0.88,0.874
HD 65216 c,HD 65216,Radial Velocity,5370,5.75,13.4,,5612,0.88,0.874
HD 66141 b,HD 66141,Radial Velocity,480.5,1.2,12.8,,4323,21.4,1.1
HD 66428 b,HD 66428,Radial Velocity,2269.81726,3.395,12.4,,5716,1.13,1.01
HD 66428 c,HD 66428,Radial Velocity,10478.84437000000,9.408,13.5,,5716,1.13,1.01
HD 67087 b,HD 67087,Radial Velocity,352.2,1.08,13.1,,6330,1.55,1.36
HD 67087 c,HD 67087,Radial Velocity,2374,3.86,12.9,,6330,1.55,1.36
HD 68402 b,HD 68402,Radial Velocity,1103,2.18,12.6,,5950,1.02,1.12
HD 6860 b,HD 6860,Radial Velocity,663.87,2.03,11.9,,3802,86.4,2.49
HD 68988 b,HD 68988,Radial Velocity,6.27711,0.07,13.4,,5932,1.19,1.28
HD 68988 c,HD 68988,Radial Velocity,16000.00000000000,13.2,12.2,,5883.41,1.255733,1.171665
HD 69123 b,HD 69123,Radial Velocity,1193.3,2.482,13.1,,4842,7.72,1.68
HD 69830 b,HD 69830,Radial Velocity,8.667,0.0785,3.17,,5385,0.886947,0.86
HD 69830 c,HD 69830,Radial Velocity,31.56,0.186,3.46,,5385,0.886947,0.86
HD 69830 d,HD 69830,Radial Velocity,197,0.63,4.45,,5385,0.886947,0.86
HD 70573 b,HD 70573,Radial Velocity,851.8,1.76,12.8,,5737,0.976919,1
HD 70642 b,HD 70642,Radial Velocity,2124.54,3.318,13,,5732,0.984,1.078
HD 7199 b,HD 7199,Radial Velocity,615,1.36,,,5371,0.97,0.77
HD 72490 b,HD 72490,Radial Velocity,858,1.88,13.5,,4934,4.96,1.21
HD 72659 b,HD 72659,Radial Velocity,3549,4.607,13.2,,5929,1.36,1.033
HD 72659 c,HD 72659,Radial Velocity,35500.00000000000,21.5,12.1,,5929,1.36,1.033
HD 72892 b,HD 72892,Radial Velocity,39.44603,0.228,12.8,,5688,1.22,1.01
HD 73256 c,HD 73256,Radial Velocity,2690,3.8,12.2,,5570,0.944723,1
HD 73267 b,HD 73267,Radial Velocity,1257.99159,2.229,13,,5387,0.909,0.93
HD 73267 c,HD 73267,Radial Velocity,17071.78045000000,12.688,12.8,,5387,0.909,0.93
HD 73344 b,HD 73344,Transit,15.611,0.131,2.884,911,6252.6,1.22,1.2
HD 73344 c,HD 73344,Radial Velocity,65.94,0.3388,13.5,,6148,1.22,1.19
HD 73344 d,HD 73344,Radial Velocity,5823,6.7,13.2,,6148,1.22,1.19
HD 73526 b,HD 73526,Radial Velocity,188.3,0.65,13.1,,5601,1.53,1.14
HD 73526 c,HD 73526,Radial Velocity,379.1,1.03,13.3,,5601,1.53,1.014
HD 73534 b,HD 73534,Radial Velocity,1750,2.99,13.7,,4917,2.58,1.16
HD 73583 b,HD 73583,Transit,6.398042,0.0604,2.79,714,4511,0.65,0.73
HD 73583 c,HD 73583,Transit,18.87974,0.1242,2.39,498,4511,0.65,0.73
HD 74156 b,HD 74156,Radial Velocity,51.63564,0.28,13.5,,6068,1.510576,1.1
HD 74156 c,HD 74156,Radial Velocity,2448.48726,3.678,12.5,,6068,1.510576,1.1
HD 7449 b,HD 7449,Radial Velocity,1270.55195,2.438,12.6,,6024,0.97,1.196
HD 74698 b,HD 74698,Radial Velocity,15.017,0.121,5.12,,5783,1.333,1.039
HD 74698 c,HD 74698,Radial Velocity,3449,4.5,14,,5783,1.333,1.039
HD 75289 b,HD 75289,Radial Velocity,3.50927,0.05,14.2,1260,6117,1.23,1.29
HD 75302 b,HD 75302,Radial Velocity,4356,5.3,12.8,,5697.46,0.940904,1.06
HD 75784 b,HD 75784,Radial Velocity,341.2,1.032,13.8,,4867,3.4,1.26
HD 75784 c,HD 75784,Radial Velocity,7900,8.4,12.8,,4867,3.4,1.26
HD 75898 b,HD 75898,Radial Velocity,422.82,1.2025,13.2,,6122,1.55,1.295
HD 75898 c,HD 75898,Radial Velocity,6717,7.39,12.6,,6122,1.55,1.295
HD 76700 b,HD 76700,Radial Velocity,3.97097,0.05,9.6,,5644,1.37,0.99
HD 76920 b,HD 76920,Radial Velocity,415.891,1.091,13.1,,4664,8.33,1
HD 77338 b,HD 77338,Radial Velocity,5.7361,0.06,4.12,,5341,0.97,1.37
HD 77946 b,HD 77946,Transit,6.527363,0.073,2.89646124,1128.86,6007,1.3174,1.1973
HD 79181 b,HD 79181,Radial Velocity,273.1,0.9,14.1,,4862,11.06,1.28
HD 7924 b,HD 7924,Radial Velocity,5.39792,0.06,,825.9,5131,0.78,0.65
HD 7924 c,HD 7924,Radial Velocity,15.299,0.1134,,583.6,5075,0.7821,0.832
HD 7924 d,HD 7924,Radial Velocity,24.451,0.1551,,499,5075,0.7821,0.832
HD 79498 b,HD 79498,Radial Velocity,1807,2.98,13.6,,5748,1.05,1.08
HD 80606 b,HD 80606,Radial Velocity,111.436765,0.4603,11.56766808,405,5565,1.05,1.05
HD 80653 b,HD 80653,Transit,0.719573,0.01661,1.613,2463,5959,1.22,1.18
HD 80869 b,HD 80869,Radial Velocity,1752.92067,2.905,12.8,203.2,5837,1.062,1.06
HD 80883 b,HD 80883,Radial Velocity,6383.78352,6.462,12.8,,5177.91,0.814842,0.88
HD 80913 b,HD 80913,Radial Velocity,10839.83341000000,9.95,12,,6013.24,1.6542,1.11
HD 81040 b,HD 81040,Radial Velocity,1002.7,1.946,12.6,,5755,0.91,0.99
HD 81688 b,HD 81688,Radial Velocity,183.93,0.648,13.5,,4797,11.13,1.07
HD 81817 b,HD 81817,Radial Velocity,1021.20159,3.233,12,,4140,83.8,4.3
HD 81817 c,HD 81817,Radial Velocity,622.97802,2.325,12,,4140,83.8,4.3
HD 82886 b,HD 82886,Radial Velocity,705,1.58,13.3,,4953,5.26,2.53
HD 82943 b,HD 82943,Radial Velocity,441.47,1.18306,13.5,,5935,1.1826,1.08
HD 82943 c,HD 82943,Radial Velocity,220.078,0.74345,13.4,,5935,1.1826,1.08
HD 8326 b,HD 8326,Radial Velocity,158.991,0.533,9.58,,4914,0.783181,0.8
HD 83443 b,HD 83443,Radial Velocity,2.985628,0.0406,14.1,,5442,0.94,1
HD 83443 c,HD 83443,Radial Velocity,8241,8,13.6,,5442,0.94,1
HD 8535 b,HD 8535,Radial Velocity,1313,2.45,14,,6136,1.19,1.13
HD 85390 b,HD 85390,Radial Velocity,799.52,1.373,6.16,,5186,0.8,0.758
HD 8574 b,HD 8574,Radial Velocity,227,0.76,13.4,,6064,1.38,1.34
HD 86065 b,HD 86065,Radial Velocity,25775.78859000000,15.947,12.5,,4927.56,0.780347,0.81
HD 86081 b,HD 86081,Radial Velocity,2.1378431,0.0346,13.6,,5939,1.46,1.21
HD 86226 b,HD 86226,Radial Velocity,1628,2.73,14.3,176,5863,1.053,1.019
HD 86226 c,HD 86226,Transit,3.98442,0.049,2.16,1311,5863,1.053,1.019
HD 86264 b,HD 86264,Radial Velocity,1488.79123,2.763,12.5,,6210,1.88,1.26
HD 86728 b,HD 86728,Radial Velocity,31.1515,0.1916,3.03,,5610,1.237,0.967
HD 8673 b,HD 8673,Radial Velocity,1644.69097,2.97,12.3,,6389.05,1.50225,1.28
HD 86950 b,HD 86950,Radial Velocity,1270,2.72,13,,4805,8.8,1.66
HD 87646 b,HD 87646,Radial Velocity,13.481,0.117,12.4,,5770,1.55,1.12
HD 87816 b,HD 87816,Radial Velocity,484.17,1.618,12.7,,4989,9,2.41
HD 87816 c,HD 87816,Radial Velocity,7596,10.14,12.4,,4989,9,2.41
HD 87883 b,HD 87883,Radial Velocity,3006,3.77,12.7,,4980,0.798557,0.8
HD 88072 b,HD 88072,Radial Velocity,18538.79293000000,13.895,12.6,,5785.33,1.032,1.04
HD 88133 b,HD 88133,Radial Velocity,3.414884,0.0479,13.8,,5392,2.2,1.26
HD 88986 b,HD 88986,Radial Velocity,146.05,0.58,2.49,460,5861,1.543,1.25
HD 89307 b,HD 89307,Radial Velocity,2166,3.27,13.4,,5955,1.1,1.27
HD 89345 b,HD 89345,Transit,11.8143,0.1066,7.39794,1089,5576,1.747,1.157
HD 89744 b,HD 89744,Radial Velocity,256.78,0.917,12.6,,6291,2.13257,1.86
HD 89839 b,HD 89839,Radial Velocity,3441,4.761,12.9,,6314,1.28588,1.21
HD 90156 b,HD 90156,Radial Velocity,49.77,0.25,4.43,,5599,0.920286,0.84
HD 9174 b,HD 9174,Radial Velocity,1179,2.2,13.7,,5577,1.67,1.03
HD 92788 b,HD 92788,Radial Velocity,325.803,0.97,13,,5744,1.14,1.15
HD 92788 c,HD 92788,Radial Velocity,11611.29750000000,10.5,13,,5744,1.14,1.15
HD 93083 b,HD 93083,Radial Velocity,143.58,0.477,13.4,,4995,0.850835,0.7
HD 93351 b,HD 93351,Radial Velocity,2.45946,0.035,1.69,,5408,0.911435,0.94
HD 93351 c,HD 93351,Radial Velocity,14010.29410000000,11.154,12.3,,5408,0.911435,0.94
HD 93385 b,HD 93385,Radial Velocity,7.3426,0.0756,1.88,,5977,1.18484,1.04
HD 93385 c,HD 93385,Radial Velocity,13.18,0.112,2.56,,5977,1.18484,1.04
